ts,r,side,session,sym
2026-03-30 11:15:00+00:00,0.3175906913073345,short,2026-03-30,MU
2026-03-30 12:00:00+00:00,4.807902802101571,short,2026-03-30,MU
2026-03-30 13:30:00+00:00,-1.9620836694710153,long,2026-03-30,MU
2026-03-30 14:15:00+00:00,-2.807756427129948,long,2026-03-30,MU
2026-04-01 13:45:00+00:00,-5.645478558983852,short,2026-04-01,MU
2026-04-02 13:15:00+00:00,6.377200922708548,long,2026-04-02,MU
2026-04-02 14:30:00+00:00,0.3628566716147086,short,2026-04-02,MU
2026-04-06 08:30:00+00:00,1.0924106209492024,short,2026-04-06,MU
2026-04-07 12:00:00+00:00,-0.6725367329299958,long,2026-04-07,MU
2026-04-09 10:15:00+00:00,-0.3942343230257439,short,2026-04-09,MU
2026-04-09 13:30:00+00:00,1.728627224070578,short,2026-04-09,MU
2026-04-13 15:00:00+00:00,0.9672193634457815,short,2026-04-13,MU
2026-04-14 08:30:00+00:00,1.8499182858180419,short,2026-04-14,MU
2026-04-15 10:15:00+00:00,0.384190770589532,long,2026-04-15,MU
2026-04-15 14:00:00+00:00,-0.10262130507528999,long,2026-04-15,MU
2026-04-15 15:30:00+00:00,-0.8404669260700381,long,2026-04-15,MU
2026-04-16 10:30:00+00:00,1.2558727864112607,long,2026-04-16,MU
2026-04-17 12:00:00+00:00,0.6909059504275117,short,2026-04-17,MU
2026-04-17 12:45:00+00:00,2.417573079537738,short,2026-04-17,MU
2026-04-20 11:00:00+00:00,-0.5952380952380931,short,2026-04-20,MU
2026-04-20 12:30:00+00:00,1.7306723333406437,short,2026-04-20,MU
2026-04-20 13:15:00+00:00,3.2722199210830305,short,2026-04-20,MU
2026-04-20 14:45:00+00:00,0.844101473217318,long,2026-04-20,MU
2026-04-21 10:00:00+00:00,0.3232971914930993,short,2026-04-21,MU
2026-04-21 14:15:00+00:00,0.12508934953538997,long,2026-04-21,MU
2026-04-21 15:15:00+00:00,1.2256116793583516,long,2026-04-21,MU
2026-04-22 13:00:00+00:00,-3.2394304872207957,short,2026-04-22,MU
2026-04-22 14:00:00+00:00,-3.3661315380631773,short,2026-04-22,MU
2026-04-23 14:00:00+00:00,3.1314092398773585,long,2026-04-23,MU
2026-04-23 15:30:00+00:00,2.320389940198242,short,2026-04-23,MU
2026-04-24 11:15:00+00:00,-0.10873067010310766,short,2026-04-24,MU
2026-04-24 12:00:00+00:00,-0.3983824471492703,short,2026-04-24,MU
2026-04-24 13:30:00+00:00,-0.17599999999999838,short,2026-04-24,MU
2026-04-24 14:00:00+00:00,0.6998863432434055,short,2026-04-24,MU
2026-04-27 11:00:00+00:00,0.10488899248296546,short,2026-04-27,MU
2026-04-27 13:30:00+00:00,-0.8214530761607275,short,2026-04-27,MU
2026-04-27 15:30:00+00:00,1.1796064197810985,short,2026-04-27,MU
2026-04-28 08:15:00+00:00,-0.5585725368502659,long,2026-04-28,MU
2026-04-28 09:00:00+00:00,-0.9634622482080579,long,2026-04-28,MU
2026-04-28 10:15:00+00:00,-1.7709471056327142,long,2026-04-28,MU
2026-04-28 11:00:00+00:00,-1.1473962930273696,long,2026-04-28,MU
2026-04-28 13:00:00+00:00,-1.28571428571429,long,2026-04-28,MU
2026-04-28 14:15:00+00:00,-1.5905837442341308,long,2026-04-28,MU
2026-04-29 08:45:00+00:00,-0.24255156608097295,short,2026-04-29,MU
2026-04-29 10:15:00+00:00,-0.3441980755334084,short,2026-04-29,MU
2026-04-29 11:00:00+00:00,0.34686875541982687,short,2026-04-29,MU
2026-04-30 14:15:00+00:00,0.5394272263632649,long,2026-04-30,MU
2026-05-01 13:30:00+00:00,-0.2848196770786071,short,2026-05-01,MU
2026-05-04 13:30:00+00:00,-0.7288453917328575,short,2026-05-04,MU
2026-05-05 10:30:00+00:00,-0.9005559809568187,short,2026-05-05,MU
2026-05-05 12:30:00+00:00,-4.884929472902755,short,2026-05-05,MU
2026-05-05 13:00:00+00:00,-5.156455862977594,short,2026-05-05,MU
2026-05-06 12:30:00+00:00,-2.397157140275852,long,2026-05-06,MU
2026-05-06 13:45:00+00:00,1.5976604586732224,long,2026-05-06,MU
2026-05-08 08:45:00+00:00,0.45363054645957135,short,2026-05-08,MU
2026-05-08 12:30:00+00:00,-5.39398088887566,short,2026-05-08,MU
2026-05-08 15:45:00+00:00,-1.2032178115004788,short,2026-05-08,MU
2026-05-11 08:15:00+00:00,2.3091297383876164,long,2026-05-11,MU
2026-05-12 14:15:00+00:00,-4.3663939333466235,long,2026-05-12,MU
2026-05-14 08:30:00+00:00,0.7708014293006604,long,2026-05-14,MU
2026-05-14 09:15:00+00:00,1.499540956849943,long,2026-05-14,MU
2026-05-15 13:45:00+00:00,1.0440739517992625,long,2026-05-15,MU
2026-05-18 12:45:00+00:00,7.212118800323664,short,2026-05-18,MU
2026-05-18 14:15:00+00:00,-3.7033389146065243,long,2026-05-18,MU
2026-05-19 15:30:00+00:00,-3.613021813116579,short,2026-05-19,MU
2026-05-20 08:15:00+00:00,-0.2593031916360955,short,2026-05-20,MU
2026-05-20 09:45:00+00:00,0.8110667380295533,short,2026-05-20,MU
2026-05-20 13:15:00+00:00,2.046091475525802,short,2026-05-20,MU
2026-05-21 13:45:00+00:00,2.1473484399098353,short,2026-05-21,MU
2026-05-22 09:00:00+00:00,0.05043198980743124,long,2026-05-22,MU
2026-05-25 08:30:00+00:00,-0.2292328930204146,short,2026-05-25,MU
2026-05-25 11:00:00+00:00,0.16616523370132086,short,2026-05-25,MU
2026-05-25 12:15:00+00:00,-0.25145213608590566,short,2026-05-25,MU
2026-05-25 14:15:00+00:00,0.6822343173894407,short,2026-05-25,MU
2026-05-25 14:45:00+00:00,0.5274235173260533,short,2026-05-25,MU
2026-05-26 10:00:00+00:00,-0.692474032223811,short,2026-05-26,MU
2026-05-26 12:30:00+00:00,-8.477636135877976,short,2026-05-26,MU
2026-05-27 11:00:00+00:00,0.6462553380690905,short,2026-05-27,MU
2026-05-27 11:30:00+00:00,5.32653816119354,short,2026-05-27,MU
2026-05-27 14:15:00+00:00,2.2206359651568697,long,2026-05-27,MU
2026-05-28 13:15:00+00:00,-1.2886266094420673,short,2026-05-28,MU
2026-05-28 14:00:00+00:00,-0.9642168416541752,short,2026-05-28,MU
2026-05-28 14:30:00+00:00,-0.44990906093447247,short,2026-05-28,MU
2026-05-28 15:00:00+00:00,-0.43658404772752846,short,2026-05-28,MU
2026-05-29 08:00:00+00:00,-0.6998903786153976,short,2026-05-29,MU
2026-05-29 13:45:00+00:00,1.810537944579127,short,2026-05-29,MU
2026-06-01 10:00:00+00:00,1.7052124911951072,short,2026-06-01,MU
2026-06-02 11:15:00+00:00,-0.18562589243218408,short,2026-06-02,MU
2026-06-02 13:15:00+00:00,1.0214261960188153,short,2026-06-02,MU
2026-06-02 13:45:00+00:00,0.951334141904181,short,2026-06-02,MU
2026-06-03 08:00:00+00:00,-1.4223358018243148,short,2026-06-03,MU
2026-06-03 13:30:00+00:00,0.7072941489210338,long,2026-06-03,MU
2026-06-04 08:15:00+00:00,-2.7098733982523715,long,2026-06-04,MU
2026-06-04 08:45:00+00:00,-2.6040711534934813,long,2026-06-04,MU
2026-06-04 10:00:00+00:00,-1.1808926246004492,long,2026-06-04,MU
2026-06-04 10:30:00+00:00,1.1341797361214878,long,2026-06-04,MU
2026-06-05 13:45:00+00:00,1.5271419228253702,long,2026-06-05,MU
2026-06-08 14:45:00+00:00,-0.43818532289834344,short,2026-06-08,MU
2026-06-08 15:30:00+00:00,1.2326126595467612,short,2026-06-08,MU
2026-06-09 14:30:00+00:00,-7.249976018162241,long,2026-06-09,MU
2026-06-09 15:15:00+00:00,-1.0032120385444654,long,2026-06-09,MU
2026-06-10 12:30:00+00:00,-2.0023019957869037,short,2026-06-10,MU
2026-06-10 13:30:00+00:00,1.334531128236205,short,2026-06-10,MU
2026-06-10 14:00:00+00:00,2.5631328139351317,short,2026-06-10,MU
2026-06-11 08:00:00+00:00,1.0273972602739767,short,2026-06-11,MU
2026-06-15 08:00:00+00:00,-0.43403271355735296,short,2026-06-15,MU
2026-06-15 15:00:00+00:00,0.3917335839435765,short,2026-06-15,MU
2026-06-16 08:15:00+00:00,-0.5548369831854139,short,2026-06-16,MU
2026-06-17 13:45:00+00:00,3.499687353446923,long,2026-06-17,MU
2026-06-18 08:00:00+00:00,-0.13180416098415026,short,2026-06-18,MU
2026-06-18 09:15:00+00:00,0.027479825228304833,short,2026-06-18,MU
2026-06-18 09:45:00+00:00,0.10137912138096228,short,2026-06-18,MU
2026-06-18 11:45:00+00:00,-1.2424688468536171,short,2026-06-18,MU
2026-06-18 12:15:00+00:00,-1.984184959275348,short,2026-06-18,MU
2026-06-22 10:30:00+00:00,-0.5155819376722492,short,2026-06-22,MU
2026-06-23 08:00:00+00:00,-0.022530438622581084,long,2026-06-23,MU
2026-06-24 13:30:00+00:00,0.0,long,2026-06-24,MU
2026-06-25 13:45:00+00:00,4.698292087225231,long,2026-06-25,MU
2026-06-26 13:00:00+00:00,2.137054044507214,long,2026-06-26,MU
2026-06-26 14:00:00+00:00,1.7347350036945097,short,2026-06-26,MU
2026-06-29 13:30:00+00:00,-0.45529197080291794,long,2026-06-29,MU
2026-07-01 09:00:00+00:00,1.256002293413605,long,2026-07-01,MU
2026-07-01 12:30:00+00:00,-4.203701861781484,long,2026-07-01,MU
2026-07-02 12:00:00+00:00,0.037123411546324814,short,2026-07-02,MU
2026-07-03 10:45:00+00:00,0.33095550055805,short,2026-07-03,MU
2026-07-07 13:45:00+00:00,-0.18036028596883913,long,2026-07-07,MU
2026-07-08 09:00:00+00:00,1.9998635681477195,long,2026-07-08,MU
2026-07-08 13:30:00+00:00,2.3960446247464406,short,2026-07-08,MU
2026-07-09 12:00:00+00:00,-1.3804807367856942,short,2026-07-09,MU
2026-07-09 12:30:00+00:00,-0.9188406946316618,short,2026-07-09,MU
2026-07-14 08:15:00+00:00,0.5476046150843072,short,2026-07-14,MU
2026-07-14 12:30:00+00:00,2.1482494806708274,short,2026-07-14,MU
2026-07-15 13:30:00+00:00,-5.531056679485047,long,2026-07-15,MU
2026-07-16 08:00:00+00:00,0.8067099963383395,long,2026-07-16,MU
2026-07-16 11:00:00+00:00,-0.20876104357453462,long,2026-07-16,MU
2026-07-16 12:30:00+00:00,1.075067776011962,long,2026-07-16,MU
2026-07-17 10:00:00+00:00,2.7751778360164736,short,2026-07-17,MU
2026-07-17 14:00:00+00:00,-2.4808080808080835,short,2026-07-17,MU
2026-07-17 15:45:00+00:00,-0.006784644088875247,short,2026-07-17,MU
2026-07-20 09:30:00+00:00,-1.3298687151788835,short,2026-07-20,MU
2026-07-20 10:30:00+00:00,0.4246069288642573,short,2026-07-20,MU
2026-07-20 11:00:00+00:00,1.0862368849239745,short,2026-07-20,MU
2026-07-20 11:30:00+00:00,-0.42440734146313996,short,2026-07-20,MU
2026-07-21 08:00:00+00:00,0.25650501054278463,short,2026-07-21,MU
2026-07-21 10:15:00+00:00,0.73770758181404,short,2026-07-21,MU
2026-07-21 13:30:00+00:00,-1.5206851626407003,short,2026-07-21,MU
2026-07-21 14:30:00+00:00,-3.842092351014914,short,2026-07-21,MU
2026-07-22 11:30:00+00:00,3.351074103483054,long,2026-07-22,MU
2026-07-22 12:45:00+00:00,4.114699810768974,long,2026-07-22,MU
2026-07-22 13:45:00+00:00,-0.12128936765067877,short,2026-07-22,MU
2026-07-23 09:15:00+00:00,1.804048550425863,short,2026-07-23,MU
2026-07-24 13:30:00+00:00,-1.3139484730214535,long,2026-07-24,MU
2026-07-27 13:45:00+00:00,-3.532889387046434,long,2026-07-27,MU
2026-07-28 08:00:00+00:00,0.3781162296410123,long,2026-07-28,MU
2026-07-28 11:00:00+00:00,1.4279553404571432,long,2026-07-28,MU
2026-07-28 13:30:00+00:00,0.9558266311389341,long,2026-07-28,MU
2026-07-30 10:30:00+00:00,-4.5789010637447,short,2026-07-30,MU
2026-07-30 11:00:00+00:00,-3.8676811114786602,short,2026-07-30,MU
2026-07-30 12:00:00+00:00,-7.741935483870965,short,2026-07-30,MU
2026-07-30 12:30:00+00:00,-8.614074668910042,short,2026-07-30,MU
2026-07-30 13:30:00+00:00,-4.260023584905648,short,2026-07-30,MU
2026-07-31 13:30:00+00:00,-6.664329892244536,long,2026-07-31,MU
2026-07-31 15:00:00+00:00,0.24635818337617188,long,2026-07-31,MU
2026-08-03 12:45:00+00:00,5.117506056032561,long,2026-08-03,MU
2026-08-03 13:15:00+00:00,2.310348329440437,long,2026-08-03,MU
2026-08-04 08:00:00+00:00,0.33310507317866334,short,2026-08-04,MU
2026-08-04 13:00:00+00:00,-2.344152793849763,short,2026-08-04,MU
2026-08-04 13:30:00+00:00,-1.826225045372043,short,2026-08-04,MU
2026-08-05 13:45:00+00:00,0.4732273014077193,short,2026-08-05,MU
2026-08-06 10:30:00+00:00,-0.13102939972156058,long,2026-08-06,MU
2026-08-06 12:00:00+00:00,5.81911303075362,long,2026-08-06,MU
2026-08-06 13:00:00+00:00,7.664030826330048,long,2026-08-06,MU
2026-08-06 14:00:00+00:00,0.15389934090935808,short,2026-08-06,MU
2026-08-06 15:00:00+00:00,2.034318838033966,short,2026-08-06,MU
2026-03-05 09:00:00+00:00,0.2019650655021743,short,2026-03-05,NVDA
2026-03-06 09:30:00+00:00,-0.5335240085803883,long,2026-03-06,NVDA
2026-03-06 11:30:00+00:00,-0.38155275381552833,long,2026-03-06,NVDA
2026-03-06 13:30:00+00:00,0.9880655009714134,long,2026-03-06,NVDA
2026-03-09 14:15:00+00:00,-1.2850729517396298,short,2026-03-09,NVDA
2026-03-10 08:00:00+00:00,0.21826912583213787,short,2026-03-10,NVDA
2026-03-10 14:30:00+00:00,-0.5139302136867752,short,2026-03-10,NVDA
2026-03-11 13:45:00+00:00,0.701059616825428,short,2026-03-11,NVDA
2026-03-12 13:45:00+00:00,1.1801514985179562,long,2026-03-12,NVDA
2026-03-12 14:15:00+00:00,1.2252074061864793,long,2026-03-12,NVDA
2026-03-16 12:00:00+00:00,-0.5943941542152942,short,2026-03-16,NVDA
2026-03-16 12:30:00+00:00,-0.06533812479581069,short,2026-03-16,NVDA
2026-03-16 13:30:00+00:00,-0.14634939563118454,short,2026-03-16,NVDA
2026-03-16 15:00:00+00:00,-0.10278604273734615,short,2026-03-16,NVDA
2026-03-17 09:15:00+00:00,0.11417387049421635,short,2026-03-17,NVDA
2026-03-17 09:45:00+00:00,0.34240991358225337,short,2026-03-17,NVDA
2026-03-17 12:30:00+00:00,0.5696923661222986,short,2026-03-17,NVDA
2026-03-18 10:00:00+00:00,0.6631155560386959,short,2026-03-18,NVDA
2026-03-18 12:30:00+00:00,0.19793270288102072,long,2026-03-18,NVDA
2026-03-19 11:30:00+00:00,-1.5187046342825195,long,2026-03-19,NVDA
2026-03-19 12:45:00+00:00,-0.15674858646363976,long,2026-03-19,NVDA
2026-03-19 14:15:00+00:00,0.6978445607518813,long,2026-03-19,NVDA
2026-03-20 09:45:00+00:00,-0.12924252641044465,long,2026-03-20,NVDA
2026-03-20 13:45:00+00:00,-0.022720817949462013,long,2026-03-20,NVDA
2026-03-20 15:15:00+00:00,-0.3412192902638722,long,2026-03-20,NVDA
2026-03-23 11:00:00+00:00,0.29252925292527765,short,2026-03-23,NVDA
2026-03-25 13:30:00+00:00,-0.16735468035256051,short,2026-03-25,NVDA
2026-03-25 14:00:00+00:00,0.11153245594467398,short,2026-03-25,NVDA
2026-03-26 08:00:00+00:00,-0.12423061720029382,long,2026-03-26,NVDA
2026-03-26 09:15:00+00:00,-0.13574660633485225,long,2026-03-26,NVDA
2026-03-26 11:45:00+00:00,-0.3516732841747028,long,2026-03-26,NVDA
2026-03-26 13:15:00+00:00,-1.1465546600068155,long,2026-03-26,NVDA
2026-03-27 13:15:00+00:00,-0.21754468485418732,long,2026-03-27,NVDA
2026-03-27 13:45:00+00:00,0.7059381859168212,long,2026-03-27,NVDA
2026-03-30 11:15:00+00:00,0.26534583407041845,short,2026-03-30,NVDA
2026-03-30 13:45:00+00:00,0.6305170239596647,long,2026-03-30,NVDA
2026-03-31 11:15:00+00:00,-0.023920583662229156,short,2026-03-31,NVDA
2026-03-31 13:30:00+00:00,-1.0091416359966798,short,2026-03-31,NVDA
2026-04-02 13:45:00+00:00,-1.4017349342218655,short,2026-04-02,NVDA
2026-04-02 14:30:00+00:00,-0.07936058046595917,short,2026-04-02,NVDA
2026-04-03 12:45:00+00:00,0.005685048322900954,long,2026-04-03,NVDA
2026-04-06 08:15:00+00:00,0.2181086069011906,short,2026-04-06,NVDA
2026-04-06 09:15:00+00:00,0.5808757819481647,short,2026-04-06,NVDA
2026-04-07 12:00:00+00:00,-0.04571428571429337,long,2026-04-07,NVDA
2026-04-08 13:30:00+00:00,-0.7804824800785926,long,2026-04-08,NVDA
2026-04-09 11:45:00+00:00,-0.005510249063278572,short,2026-04-09,NVDA
2026-04-09 13:15:00+00:00,-0.60479436991423,short,2026-04-09,NVDA
2026-04-09 14:00:00+00:00,-0.8244023083264551,short,2026-04-09,NVDA
2026-04-09 14:45:00+00:00,-0.5258833196384538,short,2026-04-09,NVDA
2026-04-10 08:45:00+00:00,0.29551797734364005,long,2026-04-10,NVDA
2026-04-10 09:30:00+00:00,0.4377085955025395,long,2026-04-10,NVDA
2026-04-10 13:00:00+00:00,-2.423420981295754,short,2026-04-10,NVDA
2026-04-13 09:15:00+00:00,0.1767920282867208,short,2026-04-13,NVDA
2026-04-13 10:45:00+00:00,0.32150894866573854,short,2026-04-13,NVDA
2026-04-13 13:45:00+00:00,-0.1755505904883492,short,2026-04-13,NVDA
2026-04-14 11:00:00+00:00,0.015739769150058258,short,2026-04-14,NVDA
2026-04-14 13:15:00+00:00,-1.3407353095213237,short,2026-04-14,NVDA
2026-04-15 11:00:00+00:00,0.4982713036404407,short,2026-04-15,NVDA
2026-04-15 13:30:00+00:00,-1.4511137043989875,short,2026-04-15,NVDA
2026-04-16 10:30:00+00:00,0.1366051100429866,long,2026-04-16,NVDA
2026-04-17 08:45:00+00:00,0.04526252263126196,short,2026-04-17,NVDA
2026-04-17 12:15:00+00:00,-0.4811547714514752,short,2026-04-17,NVDA
2026-04-17 12:45:00+00:00,0.14442950346131855,short,2026-04-17,NVDA
2026-04-17 13:30:00+00:00,-0.16944084521079983,short,2026-04-17,NVDA
2026-04-20 12:45:00+00:00,0.8680902015565817,short,2026-04-20,NVDA
2026-04-21 11:00:00+00:00,0.1823917972986311,short,2026-04-21,NVDA
2026-04-21 13:30:00+00:00,-0.00992950054611308,long,2026-04-21,NVDA
2026-04-22 13:30:00+00:00,0.34395094960371075,long,2026-04-22,NVDA
2026-04-23 12:00:00+00:00,0.20215965682165438,short,2026-04-23,NVDA
2026-04-23 13:45:00+00:00,0.7822493358260352,short,2026-04-23,NVDA
2026-04-24 11:00:00+00:00,0.12946272967186978,short,2026-04-24,NVDA
2026-04-24 13:30:00+00:00,-3.828628033680026,short,2026-04-24,NVDA
2026-04-27 11:00:00+00:00,0.7923407065038024,short,2026-04-27,NVDA
2026-04-28 09:15:00+00:00,-1.1754827875734564,long,2026-04-28,NVDA
2026-04-28 11:00:00+00:00,-1.2642165617069212,long,2026-04-28,NVDA
2026-04-29 13:30:00+00:00,-0.061483163072262315,long,2026-04-29,NVDA
2026-04-29 15:00:00+00:00,-0.3939250118652038,long,2026-04-29,NVDA
2026-04-30 13:45:00+00:00,-1.5952241143080914,long,2026-04-30,NVDA
2026-05-01 13:30:00+00:00,1.2452438602559734,short,2026-05-01,NVDA
2026-05-04 10:00:00+00:00,0.7332861333063656,long,2026-05-04,NVDA
2026-05-04 15:15:00+00:00,0.8111003417844209,long,2026-05-04,NVDA
2026-05-04 15:45:00+00:00,1.4149979566816517,long,2026-05-04,NVDA
2026-05-05 10:00:00+00:00,0.025087807325641087,short,2026-05-05,NVDA
2026-05-05 13:00:00+00:00,1.1042270410712374,short,2026-05-05,NVDA
2026-05-05 14:00:00+00:00,-0.020187746038147214,long,2026-05-05,NVDA
2026-05-05 14:30:00+00:00,0.35493357671634307,long,2026-05-05,NVDA
2026-05-06 08:00:00+00:00,-1.2160518848804092,short,2026-05-06,NVDA
2026-05-06 10:15:00+00:00,0.3871736324828734,short,2026-05-06,NVDA
2026-05-06 13:45:00+00:00,-0.26395542086226076,short,2026-05-06,NVDA
2026-05-06 15:15:00+00:00,0.5234333349488751,short,2026-05-06,NVDA
2026-05-07 08:30:00+00:00,0.10503198701422578,short,2026-05-07,NVDA
2026-05-07 14:00:00+00:00,0.5871576870684403,short,2026-05-07,NVDA
2026-05-07 15:30:00+00:00,0.44513166526097825,short,2026-05-07,NVDA
2026-05-08 13:30:00+00:00,0.12452725763305583,short,2026-05-08,NVDA
2026-05-08 15:00:00+00:00,0.4430087678818584,short,2026-05-08,NVDA
2026-05-11 09:15:00+00:00,0.36009914417993727,long,2026-05-11,NVDA
2026-05-11 13:30:00+00:00,-1.0410008218427524,short,2026-05-11,NVDA
2026-05-11 14:30:00+00:00,-0.7289625951068412,short,2026-05-11,NVDA
2026-05-12 08:00:00+00:00,0.635183650925164,long,2026-05-12,NVDA
2026-05-12 13:30:00+00:00,2.8853454821564095,short,2026-05-12,NVDA
2026-05-13 08:15:00+00:00,-0.11480549300126874,short,2026-05-13,NVDA
2026-05-13 09:15:00+00:00,0.25168896542587804,short,2026-05-13,NVDA
2026-05-14 14:30:00+00:00,0.2589353934969063,short,2026-05-14,NVDA
2026-05-14 15:15:00+00:00,0.40005107034940535,short,2026-05-14,NVDA
2026-05-15 09:00:00+00:00,1.0676776920730324,long,2026-05-15,NVDA
2026-05-15 09:30:00+00:00,0.6411374738311215,long,2026-05-15,NVDA
2026-05-15 13:30:00+00:00,0.8476072752957808,long,2026-05-15,NVDA
2026-05-15 14:15:00+00:00,0.6915385631854898,long,2026-05-15,NVDA
2026-05-15 14:45:00+00:00,0.8089828035895863,long,2026-05-15,NVDA
2026-05-18 08:45:00+00:00,1.118881118881121,short,2026-05-18,NVDA
2026-05-18 12:30:00+00:00,3.389535894316009,short,2026-05-18,NVDA
2026-05-19 14:00:00+00:00,0.808477595578494,long,2026-05-19,NVDA
2026-05-20 08:00:00+00:00,-0.4193433261955759,short,2026-05-20,NVDA
2026-05-20 09:30:00+00:00,0.4798080767692947,short,2026-05-20,NVDA
2026-05-20 10:30:00+00:00,0.4834989354151942,short,2026-05-20,NVDA
2026-05-21 08:00:00+00:00,-0.16465666859508676,short,2026-05-21,NVDA
2026-05-21 10:00:00+00:00,0.8930158165985524,short,2026-05-21,NVDA
2026-05-21 14:15:00+00:00,0.2234076505721827,long,2026-05-21,NVDA
2026-05-22 08:00:00+00:00,0.4338394793926281,short,2026-05-22,NVDA
2026-05-22 13:45:00+00:00,-0.2885540237255624,long,2026-05-22,NVDA
2026-05-25 11:15:00+00:00,0.07210780116273519,short,2026-05-25,NVDA
2026-05-25 13:00:00+00:00,0.058619290255679246,short,2026-05-25,NVDA
2026-05-26 13:45:00+00:00,-1.0746711135816156,long,2026-05-26,NVDA
2026-05-26 15:00:00+00:00,-0.3024803387779662,long,2026-05-26,NVDA
2026-05-27 08:15:00+00:00,-0.7305383648969377,short,2026-05-27,NVDA
2026-05-27 09:30:00+00:00,-0.4082958288869287,short,2026-05-27,NVDA
2026-05-27 11:00:00+00:00,0.6180811808118136,short,2026-05-27,NVDA
2026-05-27 13:30:00+00:00,-0.591296121097451,long,2026-05-27,NVDA
2026-05-28 13:30:00+00:00,0.06087567314447817,short,2026-05-28,NVDA
2026-05-29 13:30:00+00:00,0.5723253023170005,short,2026-05-29,NVDA
2026-05-29 15:00:00+00:00,0.06903534609720152,short,2026-05-29,NVDA
2026-06-01 13:30:00+00:00,-0.4556846662109759,short,2026-06-01,NVDA
2026-06-02 13:45:00+00:00,2.660170733810463,short,2026-06-02,NVDA
2026-06-03 13:30:00+00:00,-0.49926713081714924,long,2026-06-03,NVDA
2026-06-04 09:00:00+00:00,0.2261057986716386,long,2026-06-04,NVDA
2026-06-05 13:30:00+00:00,-2.4210920670600267,long,2026-06-05,NVDA
2026-06-09 14:00:00+00:00,-2.419121197489127,long,2026-06-09,NVDA
2026-06-09 15:15:00+00:00,0.2897838899803551,long,2026-06-09,NVDA
2026-06-10 08:30:00+00:00,-0.09766578767457235,long,2026-06-10,NVDA
2026-06-10 09:45:00+00:00,-0.3573526532210658,long,2026-06-10,NVDA
2026-06-10 11:00:00+00:00,0.7063324667680337,long,2026-06-10,NVDA
2026-06-11 08:00:00+00:00,0.32394227937567743,short,2026-06-11,NVDA
2026-06-11 08:30:00+00:00,0.40247374104251943,short,2026-06-11,NVDA
2026-06-11 09:15:00+00:00,0.46701405958116116,short,2026-06-11,NVDA
2026-06-11 14:45:00+00:00,0.07478685745625491,long,2026-06-11,NVDA
2026-06-16 11:00:00+00:00,0.5180615080299655,short,2026-06-16,NVDA
2026-06-16 13:30:00+00:00,-0.25263358596692154,long,2026-06-16,NVDA
2026-06-16 14:15:00+00:00,0.17204301075268713,long,2026-06-16,NVDA
2026-06-17 13:45:00+00:00,-0.38077794379910435,long,2026-06-17,NVDA
2026-06-17 14:45:00+00:00,0.31443498452012886,long,2026-06-17,NVDA
2026-06-18 12:30:00+00:00,-0.5719503989233932,short,2026-06-18,NVDA
2026-06-18 14:00:00+00:00,-0.33042811991188525,short,2026-06-18,NVDA
2026-06-18 15:45:00+00:00,-0.44922341696536083,short,2026-06-18,NVDA
2026-06-22 12:30:00+00:00,0.6067500948046978,short,2026-06-22,NVDA
2026-06-23 09:45:00+00:00,0.7301790912230377,long,2026-06-23,NVDA
